,Titulo,Tipo,Nuevo,Ubicacion,Precio,Precio en,total inmueble (m2),techado (m2),habitaciones,baños,parqueaderos
2624,VENDO HERMOSO LOTE EN SUN VILLAGE (D.C) CW: 4229396,lote,False,"Sun Village, Cali, Cali, Valle del Cauca",145,millones,460.0,,,,
2625,"Venta de Lote con Dos Casas en Vereda La Playa, Rionegro ",lote,False,"Vereda La Playa, Rionegro, Rionegro, Antioquia",1200,millones,1750.0,140.0,6.0,2.0,3.0
2626,"Venta Lote, Guarne",lote,False,"Vereda, La Mosquita, Guarne, Guarne, Antioquia",400,millones,5000.0,,,,
2627,"Lote de 11700 en Rionegro, con topografía plana. ",lote,False,"Aeropuerto, Rionegro, Rionegro, Antioquia",1755,millones,11700.0,,,,
2628,LOTE EN VENTA PALMAS,lote,False,"Medellín, Medellín, Antioquia",1200,millones,11156.0,11156.0,,,
2629,Venta de Lote con Casa Campesina en El Retiro,lote,False,"Don Diego, El Retiro, Retiro, Antioquia",1220,millones,8137.0,,3.0,1.0,
2630,VENTA LOTE TENJO VEREDA DE MARTIN,lote,False,"Martin Y Espino, Tenjo, Tenjo, Cundinamarca",860,millones,36570.0,36570.0,,,
2631,SE VENDE LOTE PUENTE PALO KM13(LA CUMBRE) (A.G.V)CW4612325,lote,False,"Puente Palo, La Cumbre, La Cumbre, Valle del Cauca",74,millones,2300.0,2300.0,,,
2632,"Venta de Lote Vereda Barro Blanco, Rionegro ",lote,False,"Barro Blanco, Rionegro, Rionegro, Antioquia",2400,millones,9570.0,,,,
2633,Sector San Diego: Amplio lote campestre en proyecto Horizonte,lote,False,"Retiro, El Retiro, Retiro, Antioquia",890,millones,5326.0,,,,
2634,Se vende lote en zona industrial caucadesa (J.S),lote,False,"Villa Rica, Villa Rica, Cauca",680,millones,4112.0,4100.0,,,
2635,SE VENDE LOTE LA CUCHILLA (LA CUMBRE)(A.G.V)CW4657241,lote,False,"Puente Palo, La Cumbre, La Cumbre, Valle del Cauca",153,millones,4200.0,4200.0,,,
2636,"Venta de Lote en Guarne, Antioquia",lote,False,"Vereda La Mosquita, Guarne, Guarne, Antioquia",360,millones,1200.0,,,,
2637,"Se vende excelente lote en entorno totalmente campestre, Heliconia",lote,False,"Medellín, Medellín, Antioquia",326,millones,113.0,,,,
2638,Alcalá II: Se vende lote para casa campestre en hermoso lugar de Antioquia,lote,False,"La Ceja, La Ceja, Antioquia",538,millones,1728.0,,,,
2639,Vendo lote en TESALIA HUILA 3457638(P.D),lote,False,"Tesalia, Tesalia, Tesalia, Huila",32,millones,290.0,290.0,,,1.0
2640,VENDO LOTE EN SUN VILLAGE T.P',lote,False,"Potrerito- Sun Village, Jamundí, Jamundí, Valle del Cauca",85,millones,289.0,,,,
2641,"Lote campestre en proyecto ""San Francisco"" cerca a atractivos nacionales, Doima.",lote,False,"Ibagué, Ibagué, Tolima",609,millones,1706.0,,,,
2642,Lote con explanación de 5000m2 en Guarne.,lote,False,"Vereda San Jose, Guarne, Guarne, Antioquia",395,millones,5000.0,,,,
2643,"Venta de Lote, La Ceja, Antioquia.",lote,False,"Los Salesianos, La Ceja, La Ceja, Antioquia",850,millones,,,,,
2644,LOTE EN VENTA EN Cota ,lote,False,"SUR, Siberia, Cota , Cundinamarca",3840,millones,7586.0,7586.0,,,
2645,"Venta de Lote en Proyecto, La Ceja Antioquia",lote,False,"La Ceja, La Ceja, La Ceja, Antioquia",120,millones,66.0,66.0,,,
2646,CASA LOTE EN BALCONES DE DAPA EXCELENTE CLIMA Y VISTA (K.D.),lote,False,"Yumbo, Yumbo, Yumbo, Valle del Cauca",680,millones,3000.0,500.0,3.0,3.0,8.0
2647,LOTE EN VENTA EN Bogotá,lote,False,"NORTE, La Caro, Bogotá, Bogota",18840,millones,18840.0,666.0,,,
2648,VENDO EXCELENTE LOTE INGENIO III (P.B) ,lote,False,"El Ingenio \ Comuna 17, Cali, Cali, Valle del Cauca",465,millones,226.0,226.0,,,
2649,LOTE PARA LA VENTA LAGOS DE MARACAIBO,lote,False,"Palmira, Palmira, Palmira, Valle del Cauca",395,millones,3013.0,3008.0,,,
2650,Venta Lote En Hato Funza Cundinamarca,lote,False,"El Hato, Funza, Funza, Cundinamarca",528,millones,352.0,352.0,,,
2651,"Oportunidad de INVERSIÓN, Local Comercial en Estación 52 - Centro de la Moda",local-comercial,True,"Centro De La Moda, Itagüí, Valle de Aburrá, Antioquia",590,millones,36.0,36.0,,,
2652,Amplio Local comercial en LEMONT COMERCIO - Envigado ,local-comercial,False,"Envigado, Valle de Aburrá, Antioquia",1880,millones,154.0,154.0,,1.0,1.0
2653,"LIFE STYLE CENTER ""LEMONT COMERCIO"": Amplio Local comercial de 161 m2 en Envigado ",local-comercial,False,"Envigado, Valle de Aburrá, Antioquia",1966,millones,161.0,161.0,,1.0,1.0
2654,LEMONT COMERCIO: Amplio Local comercial 158m2 en Envigado - Antioquia,local-comercial,False,"Envigado, Valle de Aburrá, Antioquia",1932,millones,158.0,158.0,,1.0,1.0
2655,Local en venta en San Patricio,local-comercial,False,"San Patricio, Usaquén, Bogotá, Cundinamarca",1100,millones,,76.0,,1.0,1.0
2656,Excelente Local comercial de 204m2 en Proyecto LEMONT COMERCIO en Envigado ,local-comercial,False,"Envigado, Valle de Aburrá, Antioquia",2497,millones,204.0,204.0,,1.0,1.0
2657,Vendo Local Arena Bogotá - Coliseo Live en Venta,local-comercial,False,"Cota, Cota, Cota, Cundinamarca",1399,millones,,86.0,,,
2658,VENTA LOCAL CENTRO INTERNACIONAL BOGOTA,local-comercial,False,"Centro Internacional, Santa Fe, Bogotá, Cundinamarca",510,millones,,,2.0,2.0,
2659,Venta Consultorios En Antiguo Country,local-comercial,False,"Antiguo Country, Chapinero, Bogotá, Cundinamarca",1350,millones,130.0,130.0,8.0,1.0,1.0
2660,VENTA LOCAL MAZUREN BOGOTÁ,local-comercial,False,"Mazuren, Suba, Bogotá, Cundinamarca",750,millones,,147.0,1.0,1.0,
2661,Venta/alquiler local Zipaquirá-1791312,local-comercial,False,"San Pablo, Zipaquirá, Zipaquirá, Cundinamarca",455,millones,,110.0,,2.0,
2662,Se Vende  Local en Galerias,local-comercial,False,"Galerías, Teusaquillo, Bogotá, Cundinamarca",320,millones,54.0,54.0,1.0,1.0,1.0
2663,VENTA LOCAL CENTRO CARRERA 10,local-comercial,False,"La Candelaria, La Candelaria, Bogotá, Cundinamarca",2200,millones,,420.0,,3.0,5.0
2664,Venta de casa con local,local-comercial,False,"Sopo, Sopo, Cundinamarca",1400,millones,500.0,398.0,2.0,6.0,15.0
2665,Venta de local Salitre Plaza (Bogotá),local-comercial,False,"Salitre, Fontibón, Bogotá, Cundinamarca",750,millones,,24.0,,1.0,
2666,"CENTRO COMERCIAL SANTA FE, Local en Venta, Área 52.55 m² ",local-comercial,False,"Cordoba, Suba, Bogotá, Cundinamarca",1700,millones,56.0,56.0,,,
2667,Venta de Local en Llanogrande Rionegro,local-comercial,False,"Llanogrande, Rionegro, Rionegro, Antioquia",400,millones,20.0,34.0,2.0,,
2668,Vendo Local en Parque Berrio (Carabobo),local-comercial,False,"Carabobo, Medellín, Medellín, Antioquia",335,millones,33.0,33.0,,,
2669,Venta Local Chico 228 mts ,local-comercial,False,"Chico, Bogotá D.C., Bogotá, Cundinamarca",2950,millones,228.0,,,,2.0
2670,Venta/alquiler local Zipaquirá-1791253,local-comercial,False,"San Pablo, Zipaquirá, Zipaquirá, Cundinamarca",338,millones,,76.0,2.0,1.0,
2671,Venta Locales San Andresito San Jose - CC Bury,local-comercial,False,"San José, Los Mártires, Bogotá, Cundinamarca",240,millones,8.0,8.0,,,
2672,Venta Local en La Porciuncula Duplex 52 mts ,local-comercial,False,"Porciúncula, Chapinero, Bogotá, Cundinamarca",275,millones,52.0,52.0,,1.0,
2673,VENDO LOCAL UNICENTRO PEREIRA,local-comercial,False,"Cerritos, Pereira, Pereira, Risaralda",570,millones,64.0,64.0,,,
2674,Venta de local Centro comercial Sabana Norte Chía,local-comercial,False,"Chia, Chia, Chia, Cundinamarca",300,millones,,40.0,1.0,,
2675,VENTA LOCAL C.C PUERTA GRANDE SAN JOSE CENTRO,local-comercial,False,"Los Mártires, Bogotá, Cundinamarca",370,millones,15.0,15.0,,,
2676,Local para venta C. Cial Micentro Porvenir,local-comercial,False,"El Porvenir, Bosa, Bogotá, Cundinamarca",235,millones,,43.0,,,
2677,VENTA LOCAL CENTRO COMERCIAL BULEVAR,local-comercial,False,"Niza, Suba, Bogotá, Cundinamarca",590,millones,50.0,50.0,,,1.0
2678,Venta/alquiler consultorio NOU Empresarial-1983356,local-comercial,False,"Vereda Calahorra, Cajicá, Cajicá, Cundinamarca",265,millones,,33.0,2.0,1.0,1.0
2679,Bogotá VENTA Local Chico,local-comercial,False,"Chicó , Chapinero, Bogotá, Cundinamarca",2950,millones,229.0,229.0,,2.0,3.0
2680,Venta Local Rentando en Suba  El Tabor Bogotá. ,local-comercial,False,"Colina, Suba, Bogotá, Cundinamarca",4500,millones,2000.0,800.0,,,
2681,Venta consultorio Sabana Park-1682811,local-comercial,False,"Cajicá, Cajicá, Cundinamarca",318,millones,37.0,37.0,,1.0,
2682,"LOCAL EN VENTA C.C. SANTA FE,  52.55 MTS ",local-comercial,False,"Cordoba, Suba, Bogotá, Cundinamarca",1700,millones,56.0,56.0,,,
2683,"Bogota, Venta  Local Engativa 55.44 mts ",local-comercial,False,"Engativá, Engativá, Bogotá, Cundinamarca",630,millones,55.0,55.0,,,
2684,VENTA LOCAL COMERCIAL CENTRO COMERCIAL CENTENARIO CALI,local-comercial,False,"Cali, Cali, Valle del Cauca",250,millones,22.0,22.0,,,
2685,"CENTRO COMERCIAL CENTRO MAYOR, Venta Local, Primer Piso. Área 50,09 m²",local-comercial,False,"Villa Mayor, Rafael Uribe, Bogotá, Cundinamarca",1850,millones,83.0,50.0,,,
2686,Venta Arriendo Consultorio Sabana Park Cajica ,local-comercial,False,"Cajica , Cajicá, Cajicá, Cundinamarca",320,millones,37.0,37.0,,1.0,
2687,Venta de Local Centro de Villavicencio,local-comercial,False,"Centro, Villavicencio, Villavicencio, Meta",278,millones,133.0,133.0,,2.0,
2688,"BOGOTA VENTA  LOTE Y NEGOCIO COMERCIAL, SUBA 404 M2",local-comercial,False,"Suba, Suba, Bogotá, Cundinamarca",1900,millones,404.0,404.0,2.0,2.0,
2689,Vendo Local en Laureles-Estadio,local-comercial,False,"Laureles, Medellín, Medellín, Antioquia",780,millones,150.0,150.0,,2.0,
2690,Bogotá VENTA LOCAL Chico Navarra,local-comercial,False,"Chico Navarra, Chapinero, Bogotá, Cundinamarca",600,millones,42.0,42.0,,1.0,
2691,Venta Consultorios medicos Santa Barbara 270 mts ,local-comercial,False,"Santa Barbara Central , Usaquén, Bogotá, Cundinamarca",2000,millones,270.0,,,,6.0
2692,VENTA DE LOCAL COMERCIAL COTA (CUNDINAMARCA) ,local-comercial,False,"Cota, Cota, Cota, Cundinamarca",290,millones,18.0,18.0,,,
2693,Lote Comercial - Santa Ana - BARU,local-comercial,False,"El cobrero, Cartagena de Indias, Cartagena, Bolívar",565,millones,565.0,,,,
2694,VENTA DE CORPORACIÓN UNIVERSITARIA EN VALLEDUPAR ,local-comercial,False,"Santana, Valledupar, Valledupar, Cesar",5995,millones,1938.0,1938.0,,,
2695,VENTA LOCAL C.C PUERTA GRANDE SAN JOSE CENTRO,local-comercial,False,"Los Mártires, Bogotá, Cundinamarca",260,millones,11.0,11.0,,,
2696,Lotes comerciales en venta - Condominio BARU - Paradise,local-comercial,False,"El cobrero, Cartagena de Indias, Cartagena, Bolívar",2678,millones,1339.0,,,,
2697,VENDO LOCAL EN CAMPO ALEGRE (SAN JAVIER),local-comercial,False,"San Javier, Medellín, Medellín, Antioquia",210,millones,60.0,60.0,,1.0,
2698,Venta - Apartamento - El Prado Tierra Linda,local-comercial,False,"El Prado, Suba, Bogotá, Cundinamarca",430,millones,117.0,117.0,2.0,4.0,
2699,se vende local rentando en centro chia ,local-comercial,False,"Sector Delicias En Norte, Chia, Chia, Cundinamarca",1200,millones,109.0,109.0,,1.0,2.0
2700,Local comercial en venta en Santafé,local-comercial,False,"Santa Fe, Bogotá, Cundinamarca",1900,millones,,56.0,,,
2701,VENTA / ARRIENDO CONSULTORIO CENTRO MÉDICO DE LA SABANA ,local-comercial,False,"Santa Bárbara, Usaquén, Bogotá, Cundinamarca",320,millones,27.0,27.0,1.0,1.0,1.0
2702,Local en venta de 20m2 en Parque Berrio. Medellín.,local-comercial,False,"Centro, Medellín, Medellín, Antioquia",250,millones,,20.0,,,
2703,Local en venta - permuta de 28 m² Villa Linda - Bello,local-comercial,False,"Villa Linda, Bello, Bello, Antioquia",200,millones,,28.0,,2.0,
2704,Local en venta 156 m2  El Poblado Medellín,local-comercial,False,"El Poblado, Medellín, Medellín, Antioquia",589,millones,,156.0,,1.0,
2705,VENTA LOCAL COMERCIAL 160m2 PRIMAVERA ENVIGADO,local-comercial,False,"Primavera, Envigado, Envigado, Antioquia",900,millones,,160.0,,2.0,
2706,Venta o Permuta de 2 Locales Comerciales de 54m2 en Medellín Antioquia,local-comercial,False,"Medellín, Medellín, Antioquia",250,millones,,54.0,,,
2707,Venta locales,local-comercial,False,"Usaquén, Bogotá, Cundinamarca",79,millones,16.0,16.0,,1.0,1.0
2708,"Local Comercial en proyecto ""Los Cerros"" en El Limonar, Armenia",local-comercial,False,"Armenia, Armenia, Quindío",196,millones,44.0,39.0,,,
2709,"Venta de Locales Autopista, Rionegro",local-comercial,False,"Rionegro, Rionegro, Rionegro, Antioquia",1200,millones,500.0,300.0,,,8.0
2710,LOCAL EN VENTA EN Bogotá,local-comercial,False,"NORTE, Santafe, Bogotá, Bogota",1827,millones,63.0,63.0,,1.0,
2711,Alquilo o vendo consultorio medico en San Fernando. L. G.,local-comercial,False,"San Fernando Nuevo\ Comuna 19, Cali, Cali, Valle del Cauca",370,millones,,100.0,3.0,3.0,
2712,Vendo local comercial Centro Cial Gran San Victorino,local-comercial,False,"Sagrado Corazón, Santa Fe, Bogotá, Cundinamarca",1100,millones,1254.0,1254.0,,,
2713,Local En Venta Centro Rionegro,local-comercial,False,"Centro, Rionegro, Rionegro, Antioquia",900,millones,187.0,187.0,,3.0,
2714,LOCAL EN VENTA EN Bogotá,local-comercial,False,"SUR, Claret, Bogotá, Bogota",2999,millones,604.0,475.0,,,
2715,Local  Comercial en Colseguros(J.I.T) ,local-comercial,False,"Colseguros, Cali, Cali, Valle del Cauca",1100,millones,250.0,445.0,,4.0,2.0
2716,LOCAL PARA LA VENTA EN SANTA MONICA CALI ,local-comercial,False,"Santa Monica, Cali, Cali, Valle del Cauca",950,millones,,293.0,,3.0,
2717,"LOCAL PARA VENTA EN EL NORTE, CALI",local-comercial,False,"La Flora, Cali, Cali, Valle del Cauca",539,millones,,30.0,,,
2718,Venta de Local Centro Comercial Galerias Bogota,local-comercial,False,"Galerías, Teusaquillo, Bogotá, Cundinamarca",380,millones,30.0,30.0,,,
2719,VENDO LOTE POTRERITO JAMUNDI (J.G.) Cod Wasi4800984,local-comercial,False,"Potrerito, Jamundí, Jamundí, Valle del Cauca",104,millones,151.0,,,,
2720,"Amplio Local Comercial de 94.07 m2 en Teusaquillo, Bogotá",local-comercial,False,"Teusaquillo, Bogotá, Cundinamarca",1222,millones,94.0,94.0,,,
2721,Local en Restrepo ,local-comercial,False,"Restrepo, Antonio Nariño, Bogotá, Cundinamarca",6800,millones,677.0,1100.0,,4.0,15.0
2722,LOCAL EN VENTA EN San Jerónimo,local-comercial,False,"NOROCCIDENTE, San Jeronimo, San Jerónimo, Antioquia",1606,millones,447.0,447.0,,,
2723,"LOCAL PARA VENTA EN EL NORTE, CALI",local-comercial,False,"La Flora, Cali, Cali, Valle del Cauca",539,millones,,,,,
2724,LOCAL EN VENTA EN Bogotá,local-comercial,False,"SUR, Tunal Alto, Bogotá, Bogota",350,millones,134.0,134.0,,,
2725,"(J) LOCAL EN CENTENARIO PARA LA VENTA, CALI ",local-comercial,False,"Centenario, Cali, Cali, Valle del Cauca",300,millones,,22.0,,,
2726,LOCAL EN VENTA EN Mosquera ,local-comercial,False,"OCCIDENTE, Mosquera, Mosquera , Cundinamarca",4032,millones,1550.0,1550.0,,,
2727,Local En Venta Sabaneta La Doctora ,local-comercial,False,"La Doctora, Sabaneta, Sabaneta, Antioquia",260,millones,68.0,68.0,,1.0,
2728,LOCAL EN VENTA EN Bogotá,local-comercial,False,"NORTE, Benjamín Herrera, Bogotá, Bogota",1000,millones,200.0,200.0,,,
2729,(SC) LOCAL PARA LA VENTA EN EL NORTE,local-comercial,False,"San Vicente, Cali, Cali, Valle del Cauca",195,millones,,59.0,,1.0,
2730,Casa local en venta rentando en Francisco Miranda / Usaquén ,local-comercial,False,"Francisco Miranda, Usaquén, Bogotá, Cundinamarca",1200,millones,,253.0,3.0,3.0,2.0
2731,"Venta de Local Comercial en El Carmen de Viboral, Antioquia",local-comercial,False,"Barrio Ospina, Carmen de Viboral, Carmen de Viboral, Antioquia",450,millones,110.0,110.0,,1.0,
2732,VENDO LOCAL Y NEGOCIO EN LA GALERIA DE LA FLORESTA (GQ),local-comercial,False,"La Floresta \ Comuna 8, Cali, Cali, Valle del Cauca",630,millones,70.0,140.0,,2.0,
2733,Venta de Local Florida Nueva Medellin,local-comercial,False,"Florida Nueva, Medellín, Medellín, Antioquia",711,millones,109.0,109.0,,1.0,
2734,LOCAL EN VENTA EN Zipaquirá ,local-comercial,False,"NOROCCIDENTE, La Casona, Zipaquirá , Cundinamarca",170,millones,31.0,31.0,,,
2735,SE VENDE LOCAL CON OFICINAS EN CHICO BOGOTA,local-comercial,False,"Chicó , Chapinero, Bogotá, Cundinamarca",2400,millones,308.0,308.0,,4.0,4.0
2736,"Venta de Local en Rionegro, Antioquia ",local-comercial,False,"San Antonio De Pereira, Rionegro, Rionegro, Antioquia",460,millones,40.0,40.0,,1.0,
2737,Venta de local en suramericana,local-comercial,False,"Suramericana, Medellín, Medellín, Antioquia",290,millones,78.0,78.0,,1.0,
2738,VENTA LOCAL MERCADO SANTA MARTA,local-comercial,False,"Miraflores, Santa Marta, Santa Marta, Magdalena",230,millones,68.0,68.0,,2.0,
2739,Local esquinero con vivienda y oficina en Valle del Cauca (T.P.),local-comercial,False,"Guabal, Cali, Cali, Valle del Cauca",1300,millones,390.0,530.0,4.0,4.0,25.0
2740,Venta Local Comercial Mall Terracina  El Chocho(Envigado- Antioquia),local-comercial,False,"El Chocho, Envigado, Envigado, Antioquia",445,millones,72.0,72.0,,2.0,1.0
2741,"Estupendo Local Comercial ubicado en la mejor zona de El Limonar, Proyecto ""Los Cerros""",local-comercial,False,"Armenia, Armenia, Quindío",248,millones,57.0,50.0,,,
2742,LOCAL EN VENTA EN Bogotá,local-comercial,False,"NORTE, Santa Barbara-Usaquén, Bogotá, Bogota",240,millones,18.0,18.0,,,2.0
2743,LOCAL EN VENTA EN Medellín ,local-comercial,False,"SUR, Santa María de los Ángeles, Medellín , Antioquia",830,millones,131.0,131.0,,,
2744,LOCAL EN VENTA EN Bogotá,local-comercial,False,"CENTRO, Javeriana, Bogotá, Bogota",1200,millones,184.0,184.0,,2.0,1.0
2745,Venta Local En Cedritos Centro Comercial Sorpresas,local-comercial,False,"Contador, Usaquén, Bogotá, Cundinamarca",310,millones,22.0,22.0,1.0,,
2746,"Venta de Local Comercial en Los Colores, Medellín",local-comercial,False,"Los Colores, Medellín, Medellín, Antioquia",480,millones,109.0,100.0,,1.0,
2747,LOCAL EN VENTA EN Bogotá,local-comercial,False,"NORTE, Chico Reservado, Bogotá, Bogota",1190,millones,111.0,111.0,,1.0,2.0
2748,LOCAL EN VENTA EN Bogotá,local-comercial,False,"NORTE, Chico Reservado, Bogotá, Bogota",2078,millones,214.0,214.0,,2.0,
2749,Se vende local en buen punto comercial de ciudad Capri T.P,local-comercial,False,"Ciudad Capri \ Comuna 17, Cali, Cali, Valle del Cauca",160,millones,10.0,10.0,,,
2750,VENTA DE LOTE EN PACHO CUNDIMARCA,local-comercial,False,"Pacho, Pacho, Pacho, Cundinamarca",200,millones,2000.0,,,,
2751,"Se vende lote de 9500m2 en excelente ubicación, Limonar (LS)",local-comercial,False,"Limonar, Cali, Cali, Valle del Cauca",12000,millones,9500.0,9500.0,,,
2752,CONSULTORIO EN VENTA EN Cajicá ,local-comercial,False,"ORIENTE , camino del misterio el tejar, Cajicá , Cundinamarca",229,millones,44.0,44.0,,,1.0
2753,"Edificio en venta en Poblado, Medellín",local-comercial,False,"Poblado, Medellín, Medellín, Antioquia",1600,millones,264.0,264.0,12.0,6.0,1.0
2754,venta o arriendo de local en salitre terminal ,local-comercial,False,"Ciudad Salitre Occidente, Fontibón, Bogotá, Cundinamarca",920,millones,142.0,118.0,,2.0,
2755,LOCAL EN VENTA EN Santa Marta,local-comercial,False,"CENTRO, CENTRO HISTORICO, Santa Marta, Magdalena",1000,millones,428.0,428.0,16.0,18.0,
2756,SE VENDE HERMOSO HOTEL EN BUGA (MIC-CC) CW4915553,local-comercial,False,"Jose Maria Cabal, Buga, Buga, Valle del Cauca",3800,millones,825.0,825.0,15.0,10.0,1.0
2757,LOCAL EN VENTA EN Bogotá,local-comercial,False,"OCCIDENTE, Unicentro de Occidente, Bogotá, Bogota",6198,millones,815.0,815.0,,2.0,
2758,Venta Local La Ceja,local-comercial,False,"La Ceja, La Ceja, Antioquia",100,millones,27.0,27.0,,1.0,
2759,SE VENDE LOCAL COMERCIAL EN BOCHALEMA C.V,local-comercial,False,"Bochalema / Comuna 22, Cali, Cali, Valle del Cauca",310,millones,38.0,38.0,,1.0,2.0
2760,"CASA LOCALES GALERÍAS REMODELAR, BOGOTÁ",local-comercial,False,"Galerías, Teusaquillo, Bogotá, Cundinamarca",920,millones,135.0,171.0,,4.0,
2761,Venta de Lote Comercial en Rionegro ,local-comercial,False,"Aeropuerto, Rionegro, Rionegro, Antioquia",390,millones,165.0,,1.0,1.0,1.0
2762,VENDO EXCELENTE LOTE EN  CHICO BOGOTA 4841902(PD),local-comercial,False,"Chicó , Chapinero, Bogotá, Cundinamarca",5500,millones,650.0,,,,
2763,¡ÚLTIMOS LOCALES COMERCIALES EN NUEVO PROYECTO EÓN TEUSAQUILLO!,local-comercial,False,"Teusaquillo, Bogotá, Cundinamarca",723,millones,55.0,55.0,,,
2764, Consultorio en la Clinica VIDA (D.E),local-comercial,False,"Tequendama, Cali, Cali, Valle del Cauca",460,millones,40.0,40.0,,1.0,1.0
2765,VENTA LOCAL COMERCIAL SUBA TURINGIA,local-comercial,False,"Turingia, Suba, Bogotá, Cundinamarca",480,millones,69.0,69.0,,,
2766,Venta Local Centro Comercial Itagui,local-comercial,False,"Centro, Itagui, Itagüí, Antioquia",210,millones,9.0,9.0,,,
2767,LOCAL EN VENTA EN Bogotá,local-comercial,False,"NORTE, Galerías, Bogotá, Bogota",3500,millones,185.0,185.0,,1.0,
2768,Se alquila local comercial en la Tercera Norte. C.V,local-comercial,False,"La Flora \ Comuna 2, Cali, Cali, Valle del Cauca",3200,millones,538.0,700.0,2.0,4.0,4.0
2769,LOCAL EN VENTA EN Bogotá,local-comercial,False,"OCCIDENTE, Siberia, Bogotá, Bogota",300,millones,12.0,12.0,,,
2770," Venta  de Local en el Carmelo, La Ceja, Antioquia.",local-comercial,False,"La Ceja, La Ceja, La Ceja, Antioquia",215,millones,,76.0,,1.0,1.0
2771,"Venta de Local Comercial en Los Colores, Medellín",local-comercial,False,"Medellín, Medellín, Antioquia",530,millones,140.0,110.0,,1.0,
2772,LOCAL EN CHIA PARA VENTA 33 Mtrs2 ,local-comercial,False,"Avenida Pradilla, Chia, Chia, Cundinamarca",950,millones,33.0,33.0,1.0,1.0,1.0
2773,Local Comercial en proyecto de alta valorización en Teusaquillo,local-comercial,False,"Teusaquillo, Bogotá, Cundinamarca",515,millones,39.0,39.0,,,
2774,Local en Soacha,local-comercial,False,"Soacha Centro, Soacha, Soacha, Cundinamarca",280,millones,,72.0,,,
2775,"Se Vende Local en Laureles, Medellín",local-comercial,False,"Laureles, Medellín, Medellín, Antioquia",750,millones,145.0,145.0,,2.0,
2776,"(MJ-C) LOCAL PARA LA VENTA EN EL NORTE, CALI ",local-comercial,False,"San Vicente, Cali, Cali, Valle del Cauca",750,millones,,350.0,,,
2777,"Venta de Local en La Ceja, Antioquia",local-comercial,False,"Centro, La Ceja, La Ceja, Antioquia",125,millones,6.0,6.0,,,
2778,OPORTUNIDAD DE INVERSION LOCAL BARRIO REFUGIO(AE)4557930,local-comercial,False,"Refugio, Cali, Cali, Valle del Cauca",115,millones,36.0,36.0,,1.0,
2779,"Local Comercial en proyecto de alta valorización en El Limonar, ""Los Cerros""",local-comercial,False,"Armenia, Armenia, Quindío",235,millones,53.0,49.0,,,
2780,Venta de Local en Llanogrande,local-comercial,False,"Llanogrande, Rionegro, Rionegro, Antioquia",230,millones,26.0,26.0,,1.0,1.0
2781,"(MP) CONSULTORIO PARA LA VENTA EN EL NORTE, CALI ",local-comercial,False,"San Vicente, Cali, Cali, Valle del Cauca",130,millones,,30.0,,1.0,1.0
2782,LOCAL EN VENTA EN Sabaneta ,local-comercial,False,"SUR, Aves Maria, Sabaneta , Antioquia",817,millones,141.0,141.0,,1.0,
2783,Local en Venta en Las Acacias Itagüí,local-comercial,False,"Las Acacias, Itagui, Itagüí, Antioquia",450,millones,90.0,90.0,,1.0,
2784,Local en Venta en Caldas,local-comercial,False,"Caldas, Caldas, Antioquia",350,millones,40.0,40.0,,,
2785,Venta casa Lote - Funza Barrio mexico,local-comercial,False,"México, Funza, Funza, Cundinamarca",450,millones,151.0,151.0,2.0,2.0,1.0
2786,Venta Consultorio Bogota Edificio Versalles Plaza ,local-comercial,False,"San Patricio , Usaquén, Bogotá, Cundinamarca",900,millones,88.0,88.0,3.0,2.0,1.0
2787,LOCAL EN VENTA EN Tunja ,local-comercial,False,"NOR ORIENTE, Avenida Universitaria, Tunja , Boyacá",297,millones,49.0,49.0,,1.0,
2788,LOCAL EN VENTA EN Bogotá,local-comercial,False,"ORIENTE , Chapinero Alto, Bogotá, Bogota",4000,millones,408.0,408.0,,2.0,3.0
2789,Venta Local Centro Comercial La Estrella,local-comercial,False,"La Estrella, La Estrella, La Estrella, Antioquia",220,millones,17.0,17.0,,,
2790,Venta de Lote Comercial en Rionegro ,local-comercial,False,"Llanogrande, Rionegro, Rionegro, Antioquia",3000,millones,1227.0,288.0,,4.0,3.0
2791,excelente Lote Comercial cerca E. Pascual Guerrero(j.G.)Wasi4580005,local-comercial,False,"San Fernando, Cali, Cali, Valle del Cauca",895,millones,411.0,,,1.0,
2792,Venta Local Rionegro,local-comercial,False,"Rionegro, Rionegro, Rionegro, Antioquia",70,millones,25.0,25.0,,1.0,
2793,Local en Venta en Itagüí centro de la Moda,local-comercial,False,"Santa Maria, Itagui, Itagüí, Antioquia",480,millones,59.0,59.0,,1.0,
2794,"Venta de Lote Las Lomitas, La Ceja",local-comercial,False,"La Ceja, La Ceja, La Ceja, Antioquia",2300,millones,14686.0,14686.0,,,
2795,SE VENDE LOCAL COMERCIAL EN METROPOLIS BOGOTA,local-comercial,False,"Metropolis, Barrios Unidos, Bogotá, Cundinamarca",550,millones,30.0,30.0,,1.0,
2796,LOCAL EN VENTA EN Bogotá,local-comercial,False,"SUR, El Porvenir, Bogotá, Bogota",502,millones,66.0,66.0,,1.0,
2797,"En venta Local sector comercial el Hueco, para fábrica o bodega!  ",local-comercial,False,"Medellin, Centro, Medellín, Medellín, Antioquia",460,millones,235.0,,,2.0,
2798,Venta Local Restaurante en los jobos Barranquilla,local-comercial,False,"Los Jobos, Norte Centro Historico, Barranquilla, Atlántico",750,millones,300.0,300.0,,4.0,
